Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
157,"[('low_protein', 'HasProteinLevel'), ('baking_powder', 'contains')]",3665,342,0.09334061135371179,342,342,1.0,0.17074388417373937,3665,3308,0.9025920873124147
158,"[('low_protein', 'HasProteinLevel'), ('cinnamon', 'contains')]",3665,340,0.0927947598253275,342,340,0.9941520467836257,0.16974538192710933,3665,3353,0.9148703956343792
159,"[('low_protein', 'HasProteinLevel'), ('red_onion', 'contains')]",3665,341,0.09306768558951965,342,341,0.9970760233918129,0.17024463305042437,3665,3256,0.8884038199181447
160,"[('low_protein', 'HasProteinLevel'), ('honey', 'contains')]",3665,341,0.09306768558951965,342,341,0.9970760233918129,0.17024463305042437,3665,3403,0.9285129604365621
161,"[('low_protein', 'HasProteinLevel'), ('cumin_seed', 'contains')]",3665,336,0.09170305676855896,342,336,0.9824561403508771,0.16774837743384924,3665,3072,0.8381991814461118
162,"[('medium_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",1297,336,0.25925925925925924,342,336,0.9824561403508771,0.41025641025641024,1297,763,0.5882806476484195
163,"[('medium_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",1297,320,0.24691358024691357,342,320,0.935672514619883,0.39072039072039066,1297,729,0.5620663068619892
164,"[('medium_protein', 'HasProteinLevel'), ('water_(eurofir)', 'contains')]",1297,301,0.2322530864197531,342,301,0.8801169590643275,0.36752136752136755,1297,801,0.6175790285273709
165,"[('medium_protein', 'HasProteinLevel'), ('sugar', 'contains')]",1297,287,0.22145061728395063,342,287,0.8391812865497076,0.35042735042735046,1297,759,0.5851966075558982
166,"[('medium_protein', 'HasProteinLevel'), ('flour', 'contains')]",1297,307,0.2368827160493827,342,307,0.8976608187134503,0.37484737484737485,1297,787,0.6067848882035466
167,"[('medium_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",1297,327,0.2523148148148148,342,327,0.956140350877193,0.3992673992673993,1297,769,0.5929067077872012
168,"[('medium_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",1297,294,0.22685185185185186,342,294,0.8596491228070176,0.358974358974359,1297,775,0.5975327679259831
169,"[('medium_protein', 'HasProteinLevel'), ('butter', 'contains')]",1297,300,0.23148148148148148,342,300,0.8771929824561403,0.3663003663003663,1297,823,0.6345412490362374
170,"[('medium_protein', 'HasProteinLevel'), ('onion', 'contains')]",1297,298,0.22993827160493827,342,298,0.8713450292397661,0.3638583638583639,1297,774,0.5967617579028527
171,"[('medium_protein', 'HasProteinLevel'), ('black_pepper_(ground)', 'contains')]",1297,296,0.22839506172839505,342,296,0.8654970760233918,0.36141636141636146,1297,913,0.7039321511179646
172,"[('medium_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",1297,286,0.22067901234567902,342,286,0.8362573099415205,0.3492063492063492,1297,965,0.7440246723207402
173,"[('medium_protein', 'HasProteinLevel'), ('milk', 'contains')]",1297,317,0.24459876543209877,342,317,0.9269005847953217,0.38705738705738707,1297,972,0.7494217424826523
174,"[('medium_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",1297,284,0.2191358024691358,342,284,0.8304093567251462,0.34676434676434675,1297,939,0.7239784117193524
175,"[('medium_protein', 'HasProteinLevel'), ('tomato', 'contains')]",1297,295,0.22762345679012347,342,295,0.8625730994152047,0.3601953601953602,1297,954,0.7355435620663069
176,"[('medium_protein', 'HasProteinLevel'), ('pepper', 'contains')]",1297,296,0.22839506172839505,342,296,0.8654970760233918,0.36141636141636146,1297,932,0.7185813415574402
177,"[('medium_protein', 'HasProteinLevel'), ('baking_powder', 'contains')]",1297,278,0.21450617283950618,342,278,0.8128654970760234,0.33943833943833945,1297,871,0.6715497301464919
178,"[('medium_protein', 'HasProteinLevel'), ('cinnamon', 'contains')]",1297,304,0.2345679012345679,342,304,0.8888888888888888,0.3711843711843712,1297,991,0.764070932922128
179,"[('medium_protein', 'HasProteinLevel'), ('red_onion', 'contains')]",1297,304,0.2345679012345679,342,304,0.8888888888888888,0.3711843711843712,1297,974,0.7509637625289128
180,"[('medium_protein', 'HasProteinLevel'), ('honey', 'contains')]",1297,299,0.23070987654320987,342,299,0.8742690058479532,0.3650793650793651,1297,994,0.7663839629915189
181,"[('medium_protein', 'HasProteinLevel'), ('cumin_seed', 'contains')]",1297,279,0.2152777777777778,342,279,0.8157894736842105,0.34065934065934067,1297,886,0.6831148804934464
182,"[('high_protein', 'HasProteinLevel'), ('salt_product', 'contains')]",1792,339,0.1893854748603352,342,339,0.9912280701754386,0.3180112570356473,1792,1238,0.6908482142857143
183,"[('high_protein', 'HasProteinLevel'), ('garlic_clove', 'contains')]",1792,342,0.19106145251396647,342,342,1.0,0.32082551594746717,1792,1358,0.7578125
184,"[('high_protein', 'HasProteinLevel'), ('water_(eurofir)', 'contains')]",1792,332,0.18547486033519553,342,332,0.9707602339181286,0.31144465290806755,1792,1302,0.7265625
185,"[('high_protein', 'HasProteinLevel'), ('sugar', 'contains')]",1792,299,0.1670391061452514,342,299,0.8742690058479532,0.28048780487804875,1792,1180,0.6584821428571429
186,"[('high_protein', 'HasProteinLevel'), ('flour', 'contains')]",1792,317,0.1770949720670391,342,317,0.9269005847953217,0.2973733583489681,1792,1223,0.6824776785714286
187,"[('high_protein', 'HasProteinLevel'), ('chicken_egg', 'contains')]",1792,321,0.1793296089385475,342,321,0.9385964912280702,0.30112570356472795,1792,1241,0.6925223214285714
188,"[('high_protein', 'HasProteinLevel'), ('olive_oil', 'contains')]",1792,339,0.1893854748603352,342,339,0.9912280701754386,0.3180112570356473,1792,1378,0.7689732142857143
189,"[('high_protein', 'HasProteinLevel'), ('butter', 'contains')]",1792,320,0.1787709497206704,342,320,0.935672514619883,0.30018761726078796,1792,1295,0.72265625
190,"[('high_protein', 'HasProteinLevel'), ('onion', 'contains')]",1792,340,0.18994413407821228,342,340,0.9941520467836257,0.3189493433395872,1792,1460,0.8147321428571429
191,"[('high_protein', 'HasProteinLevel'), ('black_pepper_(ground)', 'contains')]",1792,341,0.19050279329608938,342,341,0.9970760233918129,0.31988742964352723,1792,1488,0.8303571428571429
192,"[('high_protein', 'HasProteinLevel'), ('lemon_juice', 'contains')]",1792,335,0.1871508379888268,342,335,0.97953216374269,0.3142589118198874,1792,1509,0.8420758928571429
193,"[('high_protein', 'HasProteinLevel'), ('milk', 'contains')]",1792,327,0.18268156424581006,342,327,0.956140350877193,0.3067542213883678,1792,1391,0.7762276785714286
194,"[('high_protein', 'HasProteinLevel'), ('brown_sugar', 'contains')]",1792,315,0.17597765363128492,342,315,0.9210526315789473,0.2954971857410882,1792,1426,0.7957589285714286
195,"[('high_protein', 'HasProteinLevel'), ('tomato', 'contains')]",1792,340,0.18994413407821228,342,340,0.9941520467836257,0.3189493433395872,1792,1521,0.8487723214285714
196,"[('high_protein', 'HasProteinLevel'), ('pepper', 'contains')]",1792,335,0.1871508379888268,342,335,0.97953216374269,0.3142589118198874,1792,1511,0.8431919642857143
197,"[('high_protein', 'HasProteinLevel'), ('baking_powder', 'contains')]",1792,264,0.14748603351955308,342,264,0.7719298245614035,0.2476547842401501,1792,1257,0.7014508928571429
198,"[('high_protein', 'HasProteinLevel'), ('cinnamon', 'contains')]",1792,319,0.1782122905027933,342,319,0.9327485380116959,0.29924953095684803,1792,1438,0.8024553571428571
199,"[('high_protein', 'HasProteinLevel'), ('red_onion', 'contains')]",1792,337,0.188268156424581,342,337,0.9853801169590644,0.31613508442776733,1792,1528,0.8526785714285714
200,"[('high_protein', 'HasProteinLevel'), ('honey', 'contains')]",1792,332,0.18547486033519553,342,332,0.9707602339181286,0.31144465290806755,1792,1503,0.8387276785714286
201,"[('high_protein', 'HasProteinLevel'), ('cumin_seed', 'contains')]",1792,336,0.1877094972067039,342,336,0.9824561403508771,0.3151969981238274,1792,1509,0.8420758928571429
202,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel')]",1957,342,0.17484662576687116,342,342,1.0,0.2976501305483028,1957,1781,0.9100664282064385
203,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel')]",1840,342,0.1859706362153344,342,342,1.0,0.3136176066024759,1840,1640,0.8913043478260869
204,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel')]",863,341,0.3951332560834299,342,341,0.9970760233918129,0.5659751037344399,863,739,0.8563151796060255
205,"[('medium_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel')]",497,326,0.6559356136820925,342,326,0.9532163742690059,0.7771156138259833,497,417,0.8390342052313883
206,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel')]",745,338,0.45369127516778524,342,338,0.9883040935672515,0.6218951241950322,745,649,0.8711409395973154
207,"[('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel')]",368,291,0.7907608695652174,342,291,0.8508771929824561,0.8197183098591548,368,307,0.8342391304347826
208,"[('high_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel')]",96,95,0.9895833333333334,342,95,0.2777777777777778,0.4337899543378996,96,74,0.7708333333333334
209,"[('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel')]",169,158,0.9349112426035503,342,158,0.4619883040935672,0.6183953033268103,169,134,0.7928994082840237
210,"[('high_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel')]",219,193,0.8812785388127854,342,193,0.564327485380117,0.6880570409982175,219,163,0.7442922374429224
211,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel')]",4009,342,0.0853719420868697,342,342,1.0,0.15731370745170192,4009,3769,0.9401346969319032
212,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel')]",547,321,0.5868372943327239,342,321,0.9385964912280702,0.7221597300337457,547,432,0.7897623400365631
213,"[('low_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel')]",104,88,0.8461538461538461,342,88,0.2573099415204678,0.39461883408071746,104,63,0.6057692307692307
214,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel')]",830,342,0.41204819277108434,342,342,1.0,0.5836177474402731,830,705,0.8493975903614458
215,"[('medium_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel')]",477,319,0.6687631027253669,342,319,0.9327485380116959,0.778998778998779,477,394,0.8259958071278826
216,"[('medium_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel')]",303,240,0.7920792079207921,342,240,0.7017543859649122,0.7441860465116279,303,224,0.7392739273927392
217,"[('high_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel')]",145,134,0.9241379310344827,342,134,0.391812865497076,0.5503080082135523,145,101,0.696551724137931
218,"[('high_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel')]",140,138,0.9857142857142858,342,138,0.40350877192982454,0.5726141078838174,140,105,0.75
219,"[('high_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel')]",199,195,0.9798994974874372,342,195,0.5701754385964912,0.7208872458410351,199,168,0.8442211055276382
220,"[('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel')]",2153,342,0.15884811890385508,342,342,1.0,0.27414829659318635,2153,1938,0.9001393404551788
221,"[('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel')]",1729,342,0.19791666666666666,342,342,1.0,0.33043478260869563,1729,1513,0.8750722961249277
222,"[('low_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel')]",778,335,0.4305912596401028,342,335,0.97953216374269,0.5982142857142857,778,620,0.7969151670951157
223,"[('medium_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel')]",496,324,0.6532258064516129,342,324,0.9473684210526315,0.7732696897374701,496,415,0.8366935483870968
224,"[('medium_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel')]",694,338,0.48703170028818443,342,338,0.9883040935672515,0.6525096525096525,694,601,0.8659942363112392
225,"[('medium_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel')]",420,313,0.7452380952380953,342,313,0.9152046783625731,0.821522309711286,420,358,0.8523809523809524
226,"[('high_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel')]",119,118,0.9915966386554622,342,118,0.34502923976608185,0.5119305856832972,119,95,0.7983193277310925
227,"[('high_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel')]",167,154,0.9221556886227545,342,154,0.4502923976608187,0.6051080550098231,167,126,0.7544910179640718
228,"[('high_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel')]",198,192,0.9696969696969697,342,192,0.5614035087719298,0.711111111111111,198,161,0.8131313131313131
229,"[('low_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel')]",3218,342,0.10631022691949021,342,342,1.0,0.19218881708345043,3218,2963,0.920758234928527
230,"[('low_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel')]",754,337,0.4469496021220159,342,337,0.9853801169590644,0.614963503649635,754,615,0.8156498673740054
231,"[('low_carb', 'HasCarbLevel'), ('high_sugar', 'HasSugarLevel')]",688,328,0.47674418604651164,342,328,0.9590643274853801,0.6368932038834951,688,541,0.7863372093023255
232,"[('medium_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel')]",564,326,0.5780141843971631,342,326,0.9532163742690059,0.7196467991169978,564,463,0.8209219858156028
233,"[('medium_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel')]",267,238,0.8913857677902621,342,238,0.695906432748538,0.7816091954022988,267,218,0.8164794007490637
234,"[('medium_carb', 'HasCarbLevel'), ('high_sugar', 'HasSugarLevel')]",779,337,0.4326059050064185,342,337,0.9853801169590644,0.6012488849241748,779,674,0.865211810012837
235,"[('high_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel')]",98,91,0.9285714285714286,342,91,0.26608187134502925,0.4136363636363637,98,69,0.7040816326530612
236,"[('high_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel')]",75,75,1.0,342,75,0.21929824561403508,0.3597122302158273,75,56,0.7466666666666667
237,"[('high_carb', 'HasCarbLevel'), ('high_sugar', 'HasSugarLevel')]",311,278,0.8938906752411575,342,278,0.8128654970760234,0.8514548238897396,311,268,0.8617363344051447
238,"[('low_carb', 'HasCarbLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",2614,342,0.13088404133180254,342,342,1.0,0.23147208121827414,2614,2390,0.9143075745983168
239,"[('low_carb', 'HasCarbLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",998,341,0.3420260782347041,342,341,0.9970760233918129,0.5093353248693054,998,838,0.8396793587174348
240,"[('low_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",1048,339,0.3234732824427481,342,339,0.9912280701754386,0.48776978417266187,1048,890,0.8492366412213741
241,"[('medium_carb', 'HasCarbLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",863,339,0.3928157589803013,342,339,0.9912280701754386,0.5626556016597511,863,737,0.8539976825028969
242,"[('medium_carb', 'HasCarbLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",412,309,0.75,342,309,0.9035087719298246,0.8196286472148542,412,347,0.8422330097087378
243,"[('medium_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",335,277,0.826865671641791,342,277,0.8099415204678363,0.8183161004431314,335,273,0.8149253731343283
244,"[('high_carb', 'HasCarbLevel'), ('low_cholesterol', 'HasCholesterolLevel')]",238,221,0.9285714285714286,342,221,0.6461988304093568,0.7620689655172415,238,189,0.7941176470588235
245,"[('high_carb', 'HasCarbLevel'), ('medium_cholesterol', 'HasCholesterolLevel')]",101,100,0.9900990099009901,342,100,0.29239766081871343,0.45146726862302483,101,81,0.801980198019802
246,"[('high_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",145,133,0.9172413793103448,342,133,0.3888888888888889,0.5462012320328542,145,105,0.7241379310344828
247,"[('low_carb', 'HasCarbLevel'), ('low_calorie', 'HasCalorieLevel')]",3475,342,0.09847394183702851,342,342,1.0,0.17929226736566184,3475,3302,0.9502158273381295
248,"[('low_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel')]",1013,340,0.33563672260612043,342,340,0.9941520467836257,0.5018450184501845,1013,815,0.8045409674234946
249,"[('low_carb', 'HasCarbLevel'), ('high_calorie', 'HasCalorieLevel')]",172,149,0.8662790697674418,342,149,0.43567251461988304,0.5797665369649806,172,123,0.7151162790697675
250,"[('medium_carb', 'HasCarbLevel'), ('low_calorie', 'HasCalorieLevel')]",453,300,0.6622516556291391,342,300,0.8771929824561403,0.7547169811320755,453,350,0.7726269315673289
251,"[('medium_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel')]",1063,342,0.3217309501411101,342,342,1.0,0.48683274021352313,1063,942,0.8861712135465664
252,"[('medium_carb', 'HasCarbLevel'), ('high_calorie', 'HasCalorieLevel')]",94,89,0.9468085106382979,342,89,0.260233918128655,0.408256880733945,94,64,0.6808510638297872
254,"[('high_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel')]",273,214,0.7838827838827839,342,214,0.6257309941520468,0.6959349593495936,273,191,0.6996336996336996
255,"[('high_carb', 'HasCarbLevel'), ('high_calorie', 'HasCalorieLevel')]",211,206,0.976303317535545,342,206,0.6023391812865497,0.7450271247739604,211,182,0.8625592417061612
256,"[('low_carb', 'HasCarbLevel'), ('breakfast', 'isForMealType')]",335,241,0.7194029850746269,342,241,0.7046783625730995,0.7119645494830132,335,239,0.7134328358208956
257,"[('low_carb', 'HasCarbLevel'), ('lunch', 'isForMealType')]",623,319,0.5120385232744783,342,319,0.9327485380116959,0.6611398963730569,623,487,0.7817014446227929
258,"[('low_carb', 'HasCarbLevel'), ('dinner', 'isForMealType')]",710,326,0.459802538787024,342,326,0.9532163742690059,0.620361560418649,710,555,0.7816901408450704
259,"[('low_carb', 'HasCarbLevel'), ('snack', 'isForMealType')]",603,323,0.5365448504983389,342,323,0.9444444444444444,0.6843220338983051,603,470,0.7794361525704809
260,"[('low_carb', 'HasCarbLevel'), ('dessert', 'isForMealType')]",528,317,0.6003787878787878,342,317,0.9269005847953217,0.728735632183908,528,421,0.7973484848484849
261,"[('low_carb', 'HasCarbLevel'), ('starter', 'isForMealType')]",980,340,0.3469387755102041,342,340,0.9941520467836257,0.5143721633888048,980,824,0.8408163265306122
